row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
146;4;CA;p;trees <5 cm dbh, fencepost use category;;;;for;Mean density (stems/ha);sel;selectively logged forest;NA;NA;12;d;96.5;23.20948082;3;106.8;14.42497834;2;0.361883889
147;4;CA;p;trees <5 cm dbh, matchstick use category;;;;for;Mean density (stems/ha);sel;selectively logged forest;NA;NA;12;d;66.7;39.14434825;3;54.4;37.75950212;2;-0.231218952
148;4;CA;p;trees <5 cm dbh, cordage use category;;;;for;Mean density (stems/ha);sel;selectively logged forest;NA;NA;12;d;17.mai;19.39896904;3;61.6;15.98061325;2;1.749693362
149;4;CA;p;woody species;;;;for;Tree Basal Area (m^2/ha);sel;selectively logged forest;NA;NA;12;p;30.juni;2.542308662;3;32;0.070710678;2;-0.490409319
150;5;CA;m;;;u;;ric;Average species richness;agf;Coffee-forest-remnant, near continuous forest;pas;2;30;p;juli.33;2.614530694;3;apr.05;2.614357489;3;0.915774029
151;5;CA;m;;;u;;ric;Average species richness;agf;Coffee-forest-remnant, far from continuous forest;pas;2;30;p;juli.33;2.614530694;3;3.0124;3.482114944;3;1.218798021
152;5;CA;m;;;u;;ric;Average species richness;pas;Pasture (actively grazed) with widely scattered trees, near continuous forest;pas;2;30;p;juli.33;2.614530694;3;apr.05;4.338614068;3;0.668436129
153;5;CA;m;;;u;;ric;Average species richness;pas;Pasture (actively grazed) with widely scattered trees, far from continuous forest;pas;2;30;p;juli.33;2.614530694;3;4.0078;1.746773239;3;1.329677129
154;5;CA;m;;;u;;ric;Average species richness;pas;Pasture-forest-remnant, near continuous forest;pas;2;30;p;juli.33;2.614530694;3;mars.86;1.059322274;3;1.766530503
155;5;CA;m;;;u;;ric;Average species richness;pas;Pasture-forest-remnant, far from continuous forest;pas;2;30;p;juli.33;2.614530694;3;mars.49;5.014979908;3;0.797857116
156;5;CA;m;;;u;;ric;Average species richness;pla;Coffee plantation with sparsely planted banana trees, far from continuous forest;pas;2;30;p;juli.33;2.614530694;3;juli.98;1.070580604;3;-0.002602944
157;5;CA;m;;;u;;ric;Average species richness;pla;Coffee plantation with sparsely planted banana trees, near continuous forest;pas;2;30;p;juli.33;2.614530694;3;aug.83;2.580582498;3;-0.312594792
158;6;CA;p;epiphytes;;;;ric;Average estimated species richness;pla;Coffee plantation;NA;NA;NA;p;47.18333333;1.018691972;4;35.31518519;3.518061042;9;3.623264717
159;6;CA;p;epiphytes;;;;ric;Rarefied species richness (no. epiphytes on 20 trees);pla;Coffee plantation;NA;NA;NA;p;35.79;6.555720149;4;27.31111111;11.03547059;9;0.787594349
160;7;SA;a;ants;h;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.23;0.048989795;6;0.19;0.02;4;0.889435287
161;7;SA;a;termites;;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.18;0.09797959;6;0.12;0.1;4;0.548839398
162;7;SA;a;beetles;c;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.16;0.048989795;6;0.2;0.04;4;-0.788400118
163;7;SA;a;spiders;;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.14;0.024494897;6;0.12;0.02;4;0.788400129
164;7;SA;a;diplopods;;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.24;0.073484692;6;0.22;0.02;4;0.30426134
165;7;SA;a;chilopods;;;;ric;Mean frequency of species per plot;abn;Established fallows;NA;NA;7;p;0.28;0.048989795;6;0.29;0.08;4;-0.144631881
166;7;SA;a;ants;h;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;03.apr;1.077775487;6;feb.89;0.74;4;0.477320464
167;7;SA;a;termites;;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;0.85;0.293938769;6;0.81;0.46;4;0.098937246
168;7;SA;a;earthworms;;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;jan.52;0.342928564;6;jan.36;0.22;4;0.477364463
169;7;SA;a;beetles;c;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;jan.53;0.563382641;6;0.98;0.46;4;0.942652317
170;7;SA;a;spiders;;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;jan.52;0.416413256;6;jan.16;0.52;4;0.709940535
171;7;SA;a;diplopods;;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;01.mars;0.269443872;6;jan.14;0.6;4;-0.233938042
172;7;SA;a;chilopods;;;;ric;Mean species richness per sample;abn;Established fallows;NA;NA;7;p;01.aug;0.293938769;6;01.mars;0.2;4;0.171926094
173;7;SA;a;ants;h;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.23;0.048989795;6;0.17;0.04472136;5;1.163695725
174;7;SA;a;termites;;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.18;0.09797959;6;0.09;0.067082039;5;0.960890125
175;7;SA;a;earthworms;;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.34;0.122474487;6;0.14;0.156524758;5;1.318894732
176;7;SA;a;beetles;c;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.16;0.048989795;6;0.17;0.04472136;5;-0.193949287
177;7;SA;a;spiders;;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.14;0.024494897;6;0.12;0.04472136;5;0.523042333
178;7;SA;a;diplopods;;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.24;0.073484692;6;0.03;0.04472136;5;3.078849509
179;7;SA;a;chilopods;;;;ric;Mean frequency of species per plot;agr;Rice fields;NA;NA;1;p;0.28;0.048989795;6;0.11;0.067082039;5;2.692101831
180;7;SA;a;ants;h;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;03.apr;1.077775487;6;jan.18;0.357770876;5;2.422130977
181;7;SA;a;termites;;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;0.85;0.293938769;6;0.34;0.313049517;5;1.541025265
182;7;SA;a;earthworms;;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;jan.52;0.342928564;6;0.79;0.469574275;5;1.651457424
183;7;SA;a;beetles;c;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;jan.53;0.563382641;6;0.95;0.424852916;5;1.046933787
184;7;SA;a;spiders;;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;jan.52;0.416413256;6;0.33;0.201246118;5;3.217677124
185;7;SA;a;diplopods;;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;01.mars;0.269443872;6;0.06;0.04472136;5;4.368053687
186;7;SA;a;chilopods;;;;ric;Mean species richness per sample;agr;Rice fields;NA;NA;1;p;01.aug;0.293938769;6;0.11;0.067082039;5;3.966145718
187;7;SA;a;ants;h;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.23;0.048989795;6;0.19;0.014142136;2;0.771361324
188;7;SA;a;ants;h;;;ric;Mean frequency of species per plot;pas;Established pastures;NA;NA;6;p;0.23;0.048989795;6;0.11;0.04;4;2.365200354
189;7;SA;a;termites;;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.18;0.09797959;6;0.07;0.098994949;2;0.97455544
190;7;SA;a;termites;;;;ric;Mean frequency of species per plot;pas;Established pastures;NA;NA;6;p;0.18;0.09797959;6;0.09;0.04;4;1.000614698
191;7;SA;a;earthworms;;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.34;0.122474487;6;0.14;0.197989899;2;1.260592528
192;7;SA;a;beetles;c;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.16;0.048989795;6;0.18;0.028284271;2;-0.376532783
193;7;SA;a;spiders;;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.14;0.024494897;6;0.2;0;2;-2.333288365
194;7;SA;a;spiders;;;;ric;Mean frequency of species per plot;pas;Established pastures;NA;NA;6;p;0.14;0.024494897;6;0.06;0;4;3.731390472
195;7;SA;a;diplopods;;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.24;0.073484692;6;0.07;0.098994949;2;1.887568836
196;7;SA;a;diplopods;;;;ric;Mean frequency of species per plot;pas;Established pastures;NA;NA;6;p;0.24;0.073484692;6;0.09;0.06;4;1.971000304
197;7;SA;a;chilopods;;;;ric;Mean frequency of species per plot;pas;Young pastures;NA;NA;1;p;0.28;0.048989795;6;0.07;0.098994949;2;3.029485183
198;7;SA;a;chilopods;;;;ric;Mean frequency of species per plot;pas;Established pastures;NA;NA;6;p;0.28;0.048989795;6;0.12;0.06;4;2.707035116
199;7;SA;a;ants;h;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;03.apr;1.077775487;6;01.aug;0.692964646;2;1.970618686
200;7;SA;a;ants;h;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;03.apr;1.077775487;6;jan.45;0.44;4;1.970907744
201;7;SA;a;termites;;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;0.85;0.293938769;6;0.37;0.325269119;2;1.394147176
202;7;SA;a;termites;;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;0.85;0.293938769;6;0.51;0.12;4;1.260033328
203;7;SA;a;earthworms;;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;jan.52;0.342928564;6;0.75;0.735391052;2;1.543689712
204;7;SA;a;earthworms;;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;jan.52;0.342928564;6;jan.29;0.26;4;0.660747969
205;7;SA;a;beetles;c;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;jan.53;0.563382641;6;0.68;0.650538239;2;1.276959361
206;7;SA;a;beetles;c;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;jan.53;0.563382641;6;01.apr;0.18;4;0.964585167
207;7;SA;a;spiders;;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;jan.52;0.416413256;6;0.88;0.975807358;2;1.010688991
208;7;SA;a;spiders;;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;jan.52;0.416413256;6;0.35;0.2;4;3.008628857
209;7;SA;a;diplopods;;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;01.mars;0.269443872;6;0.15;0.183847763;2;2.975600512
210;7;SA;a;diplopods;;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;01.mars;0.269443872;6;0.37;0.24;4;2.303477166
211;7;SA;a;chilopods;;;;ric;Mean species richness per sample;pas;Young pastures;NA;NA;1;p;01.aug;0.293938769;6;0.07;0.084852814;2;3.246145582
212;7;SA;a;chilopods;;;;ric;Mean species richness per sample;pas;Established pastures;NA;NA;6;p;01.aug;0.293938769;6;0.25;0.16;4;2.972664332
213;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation near continuous forest;NA;NA;NA;p;0.5;0.175682092;3;0.8;0.322030594;3;-0.925242345
214;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation near continuous forest;NA;NA;NA;p;1.133333333;0.421637021;3;0.966666667;0.692998495;3;0.232451652
215;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation near continuous forest;NA;NA;NA;p;0.366666667;0.245954929;3;0.7;0.245954929;3;-1.084209483
216;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation far from continuous forest;NA;NA;NA;p;0.366666667;0.245954929;3;0.633333333;0.366834978;3;-0.683105343
217;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation near continuous forest;NA;NA;NA;p;1.033333333;0.366834978;3;0.6;0.466137266;3;0.82650819
218;8;CA;a;ant;h;;;abu;Mean number of swarms per plot;shd;Shaded coffee plantation far from continuous forest;NA;NA;NA;p;1.033333333;0.366834978;3;0.566666667;0.274424201;3;1.152470491
219;9;AS;b;;;;;abu;Abundance (average number of individuals per point count);agr;Annual culture: maize fields;nat;NA;NA;p;15.75;02.jan;4;feb.75;1;4;6.87324583
220;9;AS;b;;;;;ric;Species richness (estimated jackknife);agr;Annual culture: maize fields;nat;NA;NA;p;32.5169;jan.35;4;7.158;2.439;4;10.96373319
221;9;AS;b;endemic species;;;;ric;Species richness (estimated jackknife);agr;Annual culture: maize fields;nat;NA;NA;p;19.5896;jan.25;4;jan.81;feb.54;4;7.924557987
222;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (estimated jackknife);agr;Annual culture: maize fields;nat;NA;NA;p;13.7812;jan.97;4;mars.84;feb.57;4;4.397951788
223;9;AS;b;insectivorous species;;;;ric;Species richness (estimated jackknife);agr;Annual culture: maize fields;nat;NA;NA;p;16.4638;1.437;4;feb.85;feb.87;4;6.042170821
224;9;AS;b;;;;;ric;Species richness (observed);agr;Annual culture: maize fields;nat;NA;NA;p;25.2541;0.9756;4;apr.61;jan.21;4;14.90753963
225;9;AS;b;endemic species;;;;ric;Species richness (observed);agr;Annual culture: maize fields;nat;NA;NA;p;14.5352;0.9499;4;1.0516;jan.29;4;10.18135551
226;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (observed);agr;Annual culture: maize fields;nat;NA;NA;p;okt.17;0.9294;4;feb.22;1.1494;4;6.663559988
227;9;AS;b;insectivorous species;;;;ric;Species richness (observed);agr;Annual culture: maize fields;nat;NA;NA;p;13.7908;0.934;4;jan.92;jan.18;4;9.057732371
228;9;AS;b;;;;;abu;Abundance (average number of individuals per point count);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;15.75;02.jan;4;mars.25;01.mai;4;5.956485047
229;9;AS;b;;;;;ric;Species richness (estimated jackknife);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;32.5169;jan.35;4;7.1377;feb.22;4;11.72946762
230;9;AS;b;endemic species;;;;ric;Species richness (estimated jackknife);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;19.5896;jan.25;4;feb.18;feb.89;4;7.937537712
231;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (estimated jackknife);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;13.7812;jan.97;4;feb.35;feb.78;4;5.100807597
232;9;AS;b;insectivorous species;;;;ric;Species richness (estimated jackknife);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;16.4638;1.437;4;feb.77;feb.19;4;6.505064259
233;9;AS;b;;;;;ric;Species richness (observed);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;25.2541;0.9756;4;apr.58;jan.66;4;15.94763698
234;9;AS;b;endemic species;;;;ric;Species richness (observed);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;14.5352;0.9499;4;jan.69;jan.12;4;10.16484139
235;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (observed);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;okt.17;0.9294;4;jan.31;1.174;4;6.799083995
236;9;AS;b;insectivorous species;;;;ric;Species richness (observed);agf;Agroforestry systems: cacao plantations;nat;NA;5;p;13.7908;0.934;4;jan.06;1.1549;4;10.20868395
237;9;AS;b;;;;;abu;Abundance (average number of individuals per point count);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;15.75;02.jan;4;09.mai;02.jan;4;2.587991718
238;9;AS;b;;;;;ric;Species richness (estimated jackknife);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;32.5169;jan.35;4;22.8083;5.962;4;1.944806468
239;9;AS;b;endemic species;;;;ric;Species richness (estimated jackknife);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;19.5896;jan.25;4;aug.12;mai.01;4;2.209855138
240;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (estimated jackknife);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;13.7812;jan.97;4;aug.21;mai.74;4;1.019925331
241;9;AS;b;insectivorous species;;;;ric;Species richness (estimated jackknife);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;16.4638;1.437;4;16.4402;mai.82;4;0.004720208
242;9;AS;b;;;;;ric;Species richness (observed);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;25.2541;0.9756;4;16.7378;mars.99;4;2.709645469
243;9;AS;b;endemic species;;;;ric;Species richness (observed);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;14.5352;0.9499;4;juli.09;mars.14;4;2.291341028
244;9;AS;b;frugivorous/nectivorous species;;;;ric;Species richness (observed);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;okt.17;0.9294;4;6.322;mars.41;4;1.255909304
245;9;AS;b;insectivorous species;;;;ric;Species richness (observed);sec;Young secondary forest: 1-1.5 ha;nat;NA;5;p;13.7908;0.934;4;des.02;mars.34;4;0.464384079
246;10;SA;b;low sensitivity to disturbance;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;d;01.mai;1.697056275;8;mai.13;7.778174593;8;0.609657835
247;10;SA;b;medium sensitivity to disturbance;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;d;30.88;12.86934342;8;30.63;12.24708945;8;-0.01881566
248;10;SA;b;high sensitivity to disturbance;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;104;17.76252234;8;39.63;15.4432121;8;3.656657455
249;10;SA;b;common species;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;d;19.75;6.335676759;8;20.13;8.230722933;8;0.04891674
250;10;SA;b;fairly common species;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;d;82.13;19.88384269;8;45.25;8.032733034;8;-2.29942176
251;10;SA;b;uncommon species;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;34.5;11.99253101;8;10;4.864894655;8;2.531219969
252;10;SA;b;1 habitat used;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;99.25;17.73423807;8;42.5;13.91586145;8;3.366074104
253;10;SA;b;2 habitats used;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;28.88;13.83100864;8;des.63;5.402295808;8;1.463264517
254;10;SA;b;3 habitats used;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;juli.88;3.365828278;8;des.25;4.157787873;8;-1.092276589
255;10;SA;b;>3 habitats used;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;0.38;0.509116882;8;8;9.475230868;8;-1.073729313
256;10;SA;b;dead lear searching arboreal insectivores;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;apr.61;2.365696447;8;0.3437;0.757169941;8;2.342868943
257;10;SA;b;ant-following insectivores;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;24.7997;14.85942474;8;mars.94;4.06982379;8;1.87025035
258;10;SA;b;arboreal omnivores;;;f;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;sep.72;5.394659055;8;feb.56;1.515471253;8;1.844875761
259;10;SA;b;gleanning terrestrial insectivores;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;juni.62;3.123149231;8;feb.19;2.364847919;8;1.428146794
260;10;SA;b;arboreal sallying insectivores;;;f;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;30.1019;8.233834203;8;13.2358;6.151546154;8;2.194124018
261;10;SA;b;bark-searching insectivores feeding superficially;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;12.027;7.09793787;8;aug.49;5.489128521;8;0.533783398
262;10;SA;b;arboreal gleaning insectivores;;;f;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;21.7915;9.085756453;8;17.1722;11.4514529;8;0.422515874
263;10;SA;b;arboreal frugivores;;;f;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;16.7664;7.097655027;8;13.6526;6.719211478;8;0.425979753
264;10;SA;b;nectarivores;;;;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;mai.43;2.933927456;8;sep.66;3.50159278;8;-1.086543308
265;10;SA;b;arboreal granivores;;;f;abu;Mean number of captures per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;0.9272;1.135330648;8;feb.65;2.365696447;8;-1.039128308
266;10;SA;b;;;;;ric;Average species richness per netline;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;42.3;0.86;8;31.25;feb.33;8;5.948783253
267;10;SA;p;trees;;;;for;Mean basal area;bur;Burnt forest habitat;nat;02.mai;0.833333333;p;30.31;jan.84;8;26.35;02.apr;8;1.750833052
268;11;SA;b;arboreal gleaning insectivores;;;f;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;mars.25;1.607285662;5;juni.67;8.840741963;5;-0.523726503
269;11;SA;b;arboreal sallying insectivores;;;f;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;3.1226;2.210129589;5;feb.33;2.812973516;5;0.160429898
270;11;SA;b;terrestrial gleaning insectivores;;;;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;1.595;0.803642831;5;0.1573;0.502220868;5;1.937872027
271;11;SA;b;terrestrial granivores;;;;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;0.4268;0.401821416;5;juli.51;9.443809496;5;-1.007885508
272;11;SA;b;arboreal nectarivores;;;f;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;mars.17;2.009330685;5;22.7118;13.66326977;5;-1.762007691
273;11;SA;b;arboreal omnivores;;;f;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;jan.46;1.406486758;5;jan.47;1.808308173;5;0.050126401
274;11;SA;b;1 habitat used;;;;abu;Captures per 144 net hours;pla;Plantation forest (Eucalyptus);nat;01.feb;4;p;okt.23;5.962922476;5;aug.36;7.338775102;5;0.263240921
